""	E9.5_vivo_RNA	E12.5_vivo_RNA	E18.5_vivo_RNA	Primordial_NGO_vivo_RNA	Preantral_P14_vivo_RNA	Antral_FGO_vivo_RNA	PGCLCs_H18_RNA	c7_H18_RNA	c13_H18_RNA	c34_H18_RNA
LOC115489025	0	0	0	0	0	0	0	0	0	0
Plgrkt	3.16582168038468	2.77100292695988	3.53397777464801	0.595939305957138	2.2446143262239	1.20683915653681	3.10192310718285	3.75105129067733	2.54815803686088	1.30690273070651
Cd274	0.594579457906516	0.780821924393644	1.34874034504614	0	0.0528646651022735	0	0.457478043716555	0.931937477295557	0.380003993416035	0.485516681357145
Gm36043	0	0	0	0	0	0	0	0	0	0
Pdcd1lg2	0.158420424764794	0	0	0	0	0	0	0	1.02142721166545	0
A930007I19Rik	0	0.237749993632475	0	0	0	0.0976131740748542	0.366677170306914	0	0	0
Ric1	2.81128923215789	3.50997461336008	4.19031807936106	2.13305236343481	4.69333025051388	4.91856227418892	3.65558568272818	3.46440921083103	4.18486575457621	4.32222225273155
Ermp1	3.94505481521605	5.51218514121786	5.79766374574657	1.47054313504046	9.17816545886216	9.70082649553041	4.15586716642496	5.62330896490329	5.05113894142731	10.1428316346976
Gm36126	0	0	0.57674054925685	0	0.770767026392941	1.28589794554593	0	0.196213669106861	0	1.27722163643014
Mlana	0.567540865974618	1.47823811115104	0.57674054925685	0	0	0	0.437024681877613	2.92877358821595	0	0.0495808192850958
9930021J03Rik	4.58554740154811	5.42998568193055	6.95989735129035	6.40283740523264	4.0745193339045	1.45716062839914	5.22057675075412	5.55019108904889	6.72186745137298	3.18326016288012
Ranbp6	2.7788860013891	0.834635865330816	2.69521820005195	1.99092972020198	0.351517741025857	0.0545323369465142	3.10124210156484	2.17726618632266	3.442221522344	0.543858277076938
Gm41832	0	0	0	0	0	0	0	0.196213669106861	0	0
Gm36209	0	0	0	0	0	0	0	0	0	0
Il33	0	0	0.550974515613883	0	0	0.594769931702069	0.366677170306914	3.09959511914393	1.58295596946784	0
Trpd52l3	0	0.918991798216335	1.15562303918441	0	0	0	0	0	1.62838321673971	0.179563290132836
Uhrf2	6.97481209473235	6.7289773275007	5.22171283496554	3.01776713127091	3.76488883116101	1.54446170651238	7.1639755567471	6.17397325608321	4.68575931418513	3.52628516393238
Gldc	7.19253307647709	8.49181974496255	1.04325194370143	0	0	0.617738957575392	7.26563367892298	7.53357795692864	2.06017595649559	1.69632972704164
Mbl2	1.70001296395805	2.01136353164168	7.14563164318129	5.35072134383358	8.42739195382933	8.62902361294435	0	0.477247063181879	6.6247947412711	7.45837658664004
Gm36319	0	0	0.344515363592436	0	0	0	0	0	0	0
Dkk1	1.58632384080599	2.33985855213791	0	0.381975393110493	2.06030798398266	2.26294111821925	1.77393865891551	0.477247063181879	0	1.72219315113515
Prkg1	1.09033458407754	0	0.487264656241941	0	4.0371948738993	4.90628184229392	0	0	0.811558850873563	2.95121990765411
Cstf2t	5.07584656653909	5.25957124692006	5.22458622829098	5.65525823411609	4.87138817810158	3.10536252822564	5.08908437661172	4.56724776603033	5.28337472111283	6.052700642614
Gm41834	0.457568773057733	0	0	0	0.35184551277778	1.07020134745586	0	0.162865895561277	0	2.19070024665637
8430431K14Rik	0	0	0	0	0	0	0	0	0	0
A1cf	0	0	0.870937117986468	0	0	0	0	0.162865895561277	1.67163114376853	0
Asah2	0.88423356970143	0	0.775474951272944	0	1.97235667419334	2.62655680187484	0.497724168991965	0.162865895561277	0.214714251043626	2.65001488985635
Sgms1	3.10839080355254	2.33216966045475	3.41745580495118	0.347649578889295	3.84645755341279	4.98384542292136	3.66864704114831	2.92273672051901	3.76558986868584	4.64499966588239
2700046G09Rik	1.39778698305186	1.45426475904062	4.28471214635113	0.637694909691991	1.31497715535421	0.524586166867188	1.49027636459485	2.16743244645208	2.8983364244279	0.481966662828261
Gm46659	0.169283518500576	0	0.918648707831534	1.1905449739472	0.103500688042211	0	0.366677170306914	0.359079564668138	0.564534483888445	0.0495808192850958
Minpp1	5.93100465655147	5.63383486024283	7.06094805909804	5.07897699815421	3.87486174965809	3.78672846257904	5.4717213514453	5.58231782120992	6.04722646569549	4.47609204388032
Gm36419	0	0	0	0	0	0	0	0	0	0
Papss2	0.158420424764794	0	0	0.172493657867584	0.21232864283776	1.14457800588257	0	0.295648217221603	1.02142721166545	0.928520184429861
Atad1	6.15760070500892	6.03875635871717	7.0908254769217	6.26628782097857	7.48406082150138	7.76831363668132	6.53227992354268	6.39967290840849	6.62242308499978	8.2269765824216
Pten	5.95135052935229	5.58667043539344	5.89790341515768	5.99917152808247	5.94413258532992	5.396175919332	5.89650858805969	5.43023429835509	6.83023395460024	6.1843186496919
Gm36774	0.169283518500576	0	0.201197375250307	0	0	0	0	0	0	0.0906651199441417
Gm36914	0	0	0	0	0.0635238666917011	1.36988556037079	0	0	0	0.0883617747324399
Gm36860	0	0	0	0	0.156640964377018	0.86131183536737	0	0	0	0.0982572931370468
Gm41835	0	0	0.596633553031802	0	0.678787379442222	0.773816735673029	0	0	0.214714251043626	0.556273057013059
Gm29863	0	0	0	0	0	0.144427802295941	0	0	1.42701408215904	0.179026894676582
Gm29946	0	0	0	0	0	0	0	0	0	0
Mir3970	0	0	0	0	0	0	0	0	0	0
Gm29998	0	0.487484881406358	1.64526509930277	0	1.34185779033013	2.26578061201363	0.206363669295821	1.58939948333292	0.964389185166445	2.17406305657357
Lipo4	0	0	0	0	0	0	0	0	0	0
Lipo3	3.54876951701791	3.35894395264375	2.09227564465385	0.235311905275544	3.06142384631003	1.13647799495414	2.27317767365964	2.49790435220911	2.56427601380295	1.8781288706748
Gm8978	0	0	0	0	0	0	0	0	0	0
Lipo2	0.567540865974618	1.01352030677686	0.957216438174328	0	0.27439047879606	0	0	1.08671975404194	1.74685467581119	0.268092521825827
Lipo1	0	0	0	0	0	0	0	0	0	0
Lipf	0	0	0	0	0	0	0	0	0	0
Lipk	0	0	0	0	0	0.120286728475336	0	0	0	0.141192816888938
Gm31300	0.457568773057733	0.61756927038984	0	0.260361693717309	0.751951966767473	1.17609872792825	0.366677170306914	0.407746727612306	0.564534483888445	1.92958091748851
Lipn	0	0.201306521493585	0.57674054925685	0	0	0	0	0	0	0.0911429046113316
Lipm	0	0	0	0	0.326852748018091	0	0	0.162865895561277	0	0
Ankrd22	0	0.416262748896255	0	0	3.46046589117862	2.11327050080723	0	0.504709419691664	0.214714251043626	1.97394722618399
Stambpl1	0.918878838589983	2.10096222396069	0	0	0	0.15179720978513	0.608615358110335	2.32803580040143	1.30784833045397	3.20249242675582
Acta2	4.29128231034887	0	0	0.0671414483172962	0.066515549770799	0.100900939026523	2.26095692184054	4.21799323414203	4.26334338689073	0
Gm31355	0	0	0	0	0	0	0	0	0	0
Fas	0.88423356970143	0.237749993632475	0	0	0.230731631913423	0.264127672395508	0	0.350353018629201	0.214714251043626	0.247728975278243
Ch25h	0.306294203349359	0	0	0	0	0	0	1.0674483165962	0.958028097609152	0
Lipa	2.85674868919855	1.63175168389835	1.43562314229149	0	0	0	1.91306855083463	2.65471901421978	3.51170871272953	0.0980619489281699
Gm31417	0	0	0	0	0	0	0	0	0	0
Ifit2	1.18577866465604	0.237749993632475	1.02722260801146	0	0	0	0.437024681877613	1.67243321273134	0	0
Ifit3	0.306294203349359	0	0	0.0671414483172962	0	0	0.251114374420733	0	0	0
Ifit1bl1	0	0	0.953304167264646	0	1.10180760317097	2.06551239287093	0	0	1.50316242879951	0.709632102085906
Ifit3b	0	0	0	0	0	0	0	0	0	0
Ifit1bl2	0	0	3.63316445208898	2.33865194810822	7.4341618724528	8.05188904345209	0	0	2.03588899420817	7.9259287812585
Ifit1	0.169283518500576	0	0.344515363592436	0.728311928784426	0.563194817726362	0.177962724133092	0.206363669295821	0.359079564668138	1.74310353453946	0.881027703065185
Slc16a12	1.36208789247455	0	0.671149157182695	0	0.170599827657091	2.06928768517255	1.91957081684587	0	1.3378726864271	1.5778180086087
Pank1	3.56480015574062	3.49097203414709	2.26680099450024	0.747849943181168	0.399653312420548	0.209149958514123	3.03711312855535	3.33350856940919	0.977419516054664	0.0498545680687295
Mir107	0	0	0	0	0	0	0	0	0	0
Kif20b	4.43860513662746	4.89979533842127	5.03350938208935	2.19484205079923	5.59282589958724	6.2115884765975	5.06776801279127	4.62543229339964	4.65401797770631	6.07370720755562
Mir1950	0	0	0	0	0	0	0	0	0	0
Gm31568	0	0	0	0	0	0	0	0	0	0
Gm41836	0.169283518500576	0	0.831780019834377	0.106013209725893	0.400363944235768	0.942235508908372	0	0.196213669106861	0.214714251043626	1.8974888831532
A830019P07Rik	0	0	0	0	0	0	0	0	0	0
Htr7	0.169283518500576	0	0.358341835938542	0	1.15840038099652	2.45350311539545	0	0.513218914190478	0	2.06985324969435
Rpp30	5.99515262137653	6.05190408843315	6.69071041192026	6.62547639131987	6.62203895909928	5.96557926183552	6.26044364700491	6.3166498401129	6.69872873043124	6.44418966039453
Ankrd1	0.567540865974618	0	0	0	0	0	0	1.4376223737459	1.35550512796355	0.0498545680687295
Gm32081	0	0	0	0	0.0509259860366959	0.0854399008738851	0	0	0	0.877630970695601
Gm32027	0	0	0	0	0	0	0	0	0	0
Gm46664	0.158420424764794	0	0	0	0	0	0	0.477247063181879	0	0
LOC115489009	0	0	0	0	0	0	0	0	0	0
Pcgf5	6.21026702677158	6.55655739865731	7.63855418001138	6.41813289604027	4.12626579941833	1.64972856108074	6.42923785683672	6.54162825478924	7.83727482200275	4.43477330114121
Gm32143	0	0	0	0	0.0635238666917011	1.26864973736332	0	0	0	0.438186917139267
Gm41838	0	0	0	0	0	0	0	0	1.12315843538348	0
Hectd2	2.37560601683002	1.79909222011216	2.86842163954954	0	2.83149715042893	4.35944878464082	1.99133162832908	2.8271698694264	3.63568962228775	3.49320651544968
Hectd2os	0.766259723068758	0	2.26680099450024	0	1.01820225260423	2.98512372940884	0.617791544727647	1.96785093933096	1.90994240426585	2.01062031655494
Ppp1r3c	0.169283518500576	0	1.11999031486538	0	0	0	0.457478043716555	0	1.7191564314225	0
Tnks2	7.79687249496381	7.82982844787389	7.87614371551662	5.78750211178615	5.63476496012944	5.08780911473384	8.31685826540703	7.72774031792305	8.1908145260325	6.00305575701483
Fgfbp3	3.72237447662299	0	0	0.810079887801754	0.517707951549317	0.635870284152573	0	0.880803051638192	0.975842584856976	0.253122796653077
Btaf1	5.55102435775336	6.19541626381044	7.10932086046991	4.56710103874579	6.08690748968969	5.90601781043152	5.71319872368487	6.25252831777721	7.90978977437917	5.93754041431901
Cpeb3	1.00609664577801	3.32940814221057	6.56269314538971	7.07093878466134	7.07380007036696	6.34272052079037	1.04058373096743	3.63444636573002	7.14486984810282	6.43593672650506
A330032B11Rik	0.704551550823401	0.201306521493585	0.550974515613883	1.08647016653773	0.435955414374851	0.148297918868469	0	0	0.214714251043626	1.29163264981896
March5	6.99785639357368	7.08079657278385	7.54502954187932	8.82939627594699	9.71831858601462	9.82910958510649	6.65413778399465	7.39637198335011	9.02934505243717	9.81871824147579
4931408D14Rik	0.577939366352071	0	0	0.0671414483172962	0.0776846865051252	0	0	0.295648217221603	0	0
Kif11	6.13608857764814	7.11140875964791	5.54660145864327	3.39199594047096	5.30159758425819	4.40189947156297	6.73112744210224	6.08061330851653	5.2525010791649	5.23595660807344
Hhex	0.808906745673098	3.50288335273577	1.74368741343626	0.412148618259593	8.29969218172795	7.32571078718345	1.91841753436515	4.22288607124424	2.28607438473885	8.1161250064182
1700122C19Rik	0	0	0	0	0.0506360229399374	0	0	0	0	0
Gm32294	0	0	0	0	0	0	0	0	0	0
Exoc6	3.24410975939855	3.10863441684899	5.83256219953468	3.21946455337199	4.17048228355238	3.17051917782335	4.00809676443307	4.06205676551404	5.72722062894437	4.14233537781894
Gm41842	0	0	0	0	0	0	0	0	0	0.122745832407604
Gm32342	0	0	0.487264656241941	0	0.133970905812365	0.499761591117367	0	0	0	1.38863091419223
Cyp26c1	0	0	0	0	0	0	0	0	0	0
Cyp26a1	1.99772638509608	0	0	0	0.0528646651022735	0	0.366677170306914	0.359079564668138	0.811558850873563	0.326405732514403
Myof	1.14776060470797	0.237749993632475	0.850619264026088	0.162356693354553	0.234822210657701	0.597878298863894	3.27474242286415	3.10482444997121	2.76024882005104	0.355730980916271
LOC115489033	0	0	0	0	0	0	0	0	0	0
LOC115489032	0	0	0.935082385195392	0	2.24955368683627	2.95914151477829	0	0	1.75075771859332	1.98614337634378
Cep55	4.74454962019093	5.01886723714258	4.91738283420656	3.89804404626605	4.65377617310311	4.15681229120857	5.44803409957036	5.25279395333484	4.60160524046838	6.38329453401098
Ffar4	1.2635793933634	0.903747630302613	0	0	0.304300750134304	1.54905145024273	1.37417533254237	0.931937477295557	0	0.545898543720727
Rbp4	2.95310018921428	1.10812180621414	3.63780836134794	0	0	0	0.791069645291499	3.13738222135041	2.62254901435809	0.225478582658902
Gm32440	0	0	0	0	0	0	0	0	0	0
Pde6c	0	0	0	0	0	0	0	0	0	0
LOC115489034	0	0	0	0	0	0	0	0	0	0
Fra10ac1	4.98650709408821	5.32111141455608	6.60485262456314	5.89607496142965	5.79083265589547	6.17671458965779	4.79465937464906	5.56323274631603	6.87618208752638	5.11224996735743
Gm32574	1.17398592464583	0	0	0.214565486079586	0.0931170976853172	0.046368602080009	0.584705975995677	0.162865895561277	0	0.80826879328554
Gm32491	0	0	0	0	0	0	0	0	0	0.0906651199441417
Gm32771	0	0	0	0	0	0	0	0.350353018629201	0	0.139350285470772
Lgi1	0	0	0.358341835938542	0	0.0931170976853172	0.406251792596043	0	0	0.214714251043626	0.905425140919953
LOC115489007	0	0	0.201197375250307	0	0	0	0	0	0	0
LOC105246571	0	0	0	0	0	0	0	0	0	0
Gm32960	0.79999102114769	1.37770779609198	0	0	0	0.144427802295941	0.206363669295821	1.27602456837018	0	0.0500499122776064
Gm33036	0	0	0	0	0.154291945700723	0	0	0.162865895561277	0	0
Gm41844	0	0	0	0	0	0	0	0	0	0
Slc35g1	3.85053797710901	5.70448092903251	5.12928547413898	3.10296866677909	5.43049995589009	4.2273125633754	4.39841237813	4.65206338379088	3.8755569953662	4.51454873176233
Gm46666	0	0	0	0	0	0	0	0	0	0
Plce1	1.51089877362818	1.45426475904062	0.358341835938542	0	5.99348565086948	7.75387002868895	1.07390732321496	1.72991570242935	1.86098385020312	6.90862124055644
Noc3l	4.44431770949894	5.30285480051755	4.57750220163477	1.3290780521881	5.09404165995602	4.98796828267944	4.73056073820961	4.20564855462476	4.39678105940664	4.34008842623816
Tbc1d12	2.50707695702421	2.61789500739839	5.15967645382232	3.16508449911063	2.02057832241597	0.43618044565994	3.0183594464232	3.59054220528942	4.8535831386948	1.20009641062773
Hells	6.90885383627893	8.25762332296097	7.24425776745173	3.91114130324913	5.04553188025895	5.4976162403177	6.63043605143053	8.00793962410345	7.5012391779079	5.12652880357672
Cyp2c55	0	0	0	0	0	0	0	0.196213669106861	1.02144471733859	0
Cyp2c65	0	0	0	0	0	0	0	0	0.627599283209845	0
Cyp2c66	0	0	0	0	0	0	0	0	0	0
Cyp2c29	0	0.237749993632475	0	0	3.56900288914486	3.34306056658436	0	0	0.349820232844819	4.82372463670548
Cyp2c39	0	0	0	0	0.307875510280705	0.100552637790284	0	0	0	0
Cyp2c38	0	0	0	0	0	0	0	0	0	0
Cyp2c67	0	0	0	0	0.215802814386792	0.467775380406699	0	0	0	0
Cyp2c68	0	0	0	0	0	0.264744250904795	0	0	0	0.516893735533005
Cyp2c40	0	0	0	0	0	0.046368602080009	0	0	0	0.659110225831854
Cyp2c69	0	0	0	0	0	2.31956011169025	0	0	0	1.2494290709753
Cyp2c37	0	0	0	0	0	0	0	0	0	0
Cyp2c54	0	0	0	0	0	0	0	0	0	0
Cyp2c50	0	0	0	0	0.0912659428689372	0.131808502953894	0	0	0	0
Cyp2c70	0	0	0	0.412289050198315	0.579282581281333	1.19055978101867	0	0	0	0.116399383887534
Pdlim1	3.97398054996408	6.29673104204955	1.64526509930277	0.954885566618387	6.15929933600787	6.1831416759772	5.35224477637252	7.39975795143082	3.76621387981071	5.95010933317417
Gm41845	0	0.487484881406358	0	0	0.584270443084486	0.0545323369465142	0	0.640112958743156	0	0.17279574468521
Sorbs1	4.8213604735715	5.53460970056476	4.19636259523744	4.14028853895734	8.21846513050641	8.28338287753038	5.15054051671664	4.79061024652544	3.87643633855434	6.87546333428127
A930028N01Rik	0	0.358517388998656	0.393830054925648	0	2.88924586928571	3.10116640696224	0.803701852184527	0.196213669106861	0	1.47939265605499
Aldh18a1	4.03424915089254	3.49624075581888	2.29896292866353	1.49453373449149	2.38049695614036	4.29903676548286	4.75871926865853	3.3009711765406	1.07971771789373	3.30582130051887
Gm27042	0.158420424764794	0.201306521493585	0	0.463363889511085	0.094887107030265	0	0	0.477247063181879	0	0
Tctn3	2.96651800042122	2.05313610791853	3.71990551352153	1.94983197891083	3.02196449331245	1.47505898308947	3.25476233408605	3.43551997529747	2.25522526370246	1.47568962840677
Entpd1	0.457568773057733	0.416262748896255	2.85824069098408	4.54988915205245	3.60073834073728	5.6425913894698	0	0	1.23614146270907	4.98869086581369
Gm41846	0	0	0	0	0	0.132524134453091	0	0	0	0
Cc2d2b	0	0	0.358341835938542	0.100556862559072	1.4307708961595	1.99358785749203	0	0	0.725427464145743	1.50558696869111
Gm33482	0	0	0	0	0	0	0	0	0	0
Ccnj	2.66603939447934	1.76198537958064	1.6544448710798	2.3305253730848	3.67899471162278	3.12016502202347	1.31584551101838	1.0860768268179	1.9794553092746	3.13164365193274
LOC108168428	0.169283518500576	1.47823811115104	0.358341835938542	0	0.158244236215756	0.192913514867927	0.608615358110335	1.63964854597948	1.59230382453145	0.346143490804708
E030044B06Rik	0.288285254557157	0	0	0	0	0	0	0.513218914190478	0	0
Zfp518a	5.04322394252719	5.94199185703723	7.46704012991348	6.24549728951987	6.04285643799612	5.89030610711451	5.61218339756571	6.19010772264746	8.14434644525945	6.40830279053673
Mir8092	0	0	0	0	0	0	0	0	0	0
Blnk	4.91162591389431	5.00676262884822	0	0	0	0	2.39751803190838	2.66459122367957	0.214714251043626	0
C330026H20Rik	0.704551550823401	0	0	0	0.110956226048799	0.246978498645252	0.748838543412698	0	0	0
Dntt	0	0	0	0	0	0	0	0.407746727612306	0.902955752593968	0
Opalin	0	0	0	0	3.45591348589869	4.84213518488258	0	0	0	4.16894754331263
Tll2	0.158420424764794	0	0.19263267967534	0	0.0506360229399374	0.148297918868469	0.251114374420733	0.196213669106861	0	0.215129140500611
Tm9sf3	5.99621899892906	6.22370158544991	7.62181760826029	6.30176453794863	6.13251675975955	5.61114897929956	6.52038347313342	6.86790862157316	7.254091287278	5.92133167128763
Pik3ap1	0.421388872647719	0	0	0	0	0.284380849831732	0	2.30160767734221	0.799099442794036	0.0911429046113316
LOC115489049	0	0	0	0	0	0	0	0	0	0
Gm33951	0	0	0	0	0.0635238666917011	0	0	0	0.214714251043626	0
Lcor	3.14397798302603	4.8655451640074	5.59456394532107	5.41533147898802	3.82993426550997	3.95903098068327	3.62801066185648	4.61122414003933	5.75358071933613	3.77164187537005
Morf4l1b	3.41694072251072	3.58937548897596	4.36565883164081	4.00523495065624	3.41802036656715	3.81008495825809	4.96934238469624	4.63059442837366	5.15771428997772	3.49883357223599
Mir8091	0	0	0	0	0	0	0	0	0	0
Slit1	2.03514767177661	0	0	0	0.425712486246763	0.365645189931318	0	0.603960396719167	0.214714251043626	2.99542733788482
LOC115489050	0	0	0.201197375250307	0	0.0528646651022735	0	0	0	0.58438519175041	1.59845328658804
Gm34116	0.169283518500576	0	0	0	0	0	0	0	0	0
Gm19424	0	0	0	0	0	0	0	0	0	0
Arhgap19	5.98015865423545	6.93910497513328	5.13409129969782	3.63799962417176	3.98440432898853	3.12889693510992	5.97593695593096	6.69186294325729	5.74037698148658	3.73140569467895
Gm41847	0	0	0	0	0	0	0	0	0	0
Frat1	1.87711185488035	1.89406540573171	1.4436893544381	0	0.0528646651022735	0.0545323369465142	0.617791544727647	2.22048465882176	0.958028097609152	0
Frat2	5.03676631316725	4.84360099263594	2.65677389995863	2.16705617835007	2.51791750137033	0.309708148140492	4.44425582207636	3.80905833063805	2.70639676100453	1.6831726380518
Rrp12	6.02624996766923	6.30253822760349	6.2526514296529	3.58029028914522	5.16500555428963	5.35584636233518	5.83163607925901	5.56115465991478	6.24471075306909	4.79662329040978
Pgam1	9.56146766692357	8.50260405427248	6.53131339010535	6.05369881556281	4.80535966085259	4.1030731032464	9.06770770763103	8.34114170040393	8.21846618808506	4.84263393162242
Exosc1	6.22659445692117	6.48538812377304	7.36702814252722	6.31090003890542	6.3658928774342	6.16201099731643	6.58898286751338	6.5447308395933	7.1218707298629	6.15349453350278
Zdhhc16	5.50505398236944	5.33332987900379	5.90715496110828	5.24275775006364	4.84387013421577	5.03904891987861	5.67098450734177	5.54608007285194	5.46209934321721	5.16521328801567
Mms19	5.28464931826466	5.33986186858763	5.62879483416178	4.55652062464725	5.77930775342007	6.22208151286237	5.53382553240253	5.39542803821173	6.44447656204564	5.95246214790756
Ubtd1	2.60846221606536	2.52907006178414	3.61822438022756	0.899987552947464	1.71048940203883	1.85951124970972	3.27474242286415	3.17644018260384	3.19915146134999	3.48145457869191
Ankrd2	0.973925281568484	0	0	0	0	0	0	0.477247063181879	0	0.0482073808594404
Hoga1	0.32770394326537	0.487484881406358	0.545712738842744	0.192134584365718	0.400288951751218	0.499509743384807	0.748838543412698	1.74686539750207	0	0.171168744177097
4933411K16Rik	0	0	0	0	0	0	0	0	0	0
Morn4	3.4172111857947	2.53198381160725	1.1570043989781	0	1.30329330898572	2.06526156497798	3.91355195727677	2.23519400008862	0.380003993416035	2.41494664558358
Pi4k2a	5.52640660331109	6.3798401352731	5.31869078664953	5.74808965587537	6.28329335589888	4.24143597448912	5.96784774297664	6.7206376037543	5.94843470258263	4.9127726759556
Avpi1	6.98724720894506	6.00988036051139	5.53325185926146	2.94207912993979	8.16175884003697	6.75499992249377	7.8230704906827	6.59019248603892	4.7222755911632	8.09307406593007
Marveld1	1.72180223178164	1.72135037621736	1.06400520549879	0	0.110956226048799	0	3.74498249147062	3.36337398204916	2.04625453748735	0.17036755925541
Zfyve27	3.73834986442534	3.5606736340243	5.25595637205657	4.06219405938198	2.98776947298126	0.54352311113339	3.7489747768512	4.0200582981381	5.68068220299821	1.82909037858518
Sfrp5	1.4152565843318	0	0.201197375250307	0	0	0	0	0.196213669106861	0.214714251043626	0.0472017696640885
Golga7b	0	0	0	0	0	0	0.251114374420733	0	2.39705268248308	0.888086295899759
Gm34347	0	0	0.831780019834377	0	0	0	0.437024681877613	0.350353018629201	0.214714251043626	0
Mir3085	0	0	0	0	0	0	0	0	0	0
Crtac1	2.4798707571391	2.24062269619252	2.76518857172261	0	0	0.671731505893581	2.67611732648945	2.01655727053432	2.85719647101254	1.96476495036166
Gm41848	0.32770394326537	0.237749993632475	0	0	0	0.0937655819219547	0.803701852184527	0	0	0.150197582282123
Gm34299	0.679041915880735	0	0	0	0	0	1.73221455239827	0	0	0
Gm41849	0	0	0	0	0	0	0	0	0	0.0498545680687295
Gm41850	0	0	0	0	0	0	0	0	0	0
Gm41851	0	0	0	0	0	0	0	0	0	0
R3hcc1l	4.18008836909389	4.40564199990716	4.31312787717077	3.71081845841906	4.40087218868103	4.90327638367312	4.26868018160582	3.86052092463006	4.07265360268341	5.90652859282519
Loxl4	0.32770394326537	0.358517388998656	0	0	0	0	1.22649403842431	0.407746727612306	0.380003993416035	0.136022230271504
Pyroxd2	0.79999102114769	0.917763701933358	0.358341835938542	0	0.445209386772125	0.0854399008738851	0.206363669295821	1.21297087137057	0.214714251043626	0.37784438612868
LOC102637646	0	0	0	0	0	0	0.437024681877613	0	0	0.126355430884906
Hps1	4.36722227573096	2.89596513322677	4.87804048952395	2.00321692924767	3.3701730033726	2.27829893063331	4.37076999660754	4.12183064641385	4.64342953914657	3.85350388628234
LOC102637720	0.704551550823401	0	0.596633553031802	1.03556389018947	3.80137661658337	4.52857518375258	0.251114374420733	0.700923088798525	1.9826734704877	6.39173293248438
Hpse2	0.306294203349359	0	1.8615723023929	0	0.247077808138703	0.1900305967499	0.206363669295821	0.491861886328464	1.62838321673971	0.877045889425663
Gm38568	0	0	0	0	0	0	0	0	0.349820232844819	0
Cnnm1	0.421388872647719	0.596267382631131	3.14386578979606	1.3164400556028	0.20022466719325	0	0.251114374420733	1.26671617551971	3.08983832934662	0.403896286044657
Got1	7.04667027339385	6.02832964627794	3.44234194483563	2.04527329950259	5.30141870735881	6.16147728826472	7.58542838569038	6.63585018973146	3.76986623889896	5.64755252770564
Gm34636	0	0	0.831780019834377	0	0.116388531793975	0.394381939269118	0	0	0	0
Gm20467	0.169283518500576	0.237749993632475	0	0	0	0	0	0	0	0
Nkx2-3	0.747222884852647	0.691859057317888	0	0	0	0.157982740439208	0.497724168991965	0.196213669106861	0.380003993416035	0
Gm34922	0	0	0	0	0.957548537100837	2.78033991447252	0	0	0	2.0541775090397
Gm4311	0	0	0	0	0	0	0	0	0	0
Slc25a28	5.07700733324568	5.30995829475499	5.84313749894465	4.55076051293847	4.28547377631995	4.47397850444418	5.57714514457744	5.42516031941349	5.18436006222951	4.31463213185011
BC037704	0.457568773057733	1.25110537025259	0.870937117986468	2.00151918958696	0.382711025952073	0.517394724864996	1.07390732321496	1.24418566821109	0.811558850873563	0.709488397027755
Entpd7	2.80285372997258	2.62260129851716	2.2921550508942	1.1575031452176	0.119380214873073	0	1.80853510524441	2.89685032027923	2.47543848863365	0.224920400460198
Cox15	2.37066980686389	3.76056049656747	2.39268007263854	1.04750259309005	0.956365993556298	0.420598881764427	2.23678594299167	3.00957373851604	2.97340382115639	1.58333931915498
Cutc	2.83030443292711	3.21615118069572	4.69214103935513	2.73526675298729	3.6878963826567	1.82533831379608	2.78570345487534	4.87957389591092	5.68504709974741	3.1004303167468
Abcc2	0.398257347474042	2.03822887189209	0	0	0.114449852728397	0.046368602080009	0.584705975995677	2.17517973368603	2.07739041122299	0.150197582282123
Gm10768	0	0.201306521493585	0	0	0	0.046368602080009	0.366677170306914	0.862839656152647	0	0
Dnmbp	2.67171185125809	2.67754272839594	4.67780708049277	5.78659812457477	5.51309066941085	2.57747070383911	3.63914171426293	4.42374021054341	3.9796765264243	4.45440922228758
LOC115489026	0.288285254557157	0	0	0	0	0	0	0	0	0
Cpn1	0.464714628114153	0	1.01095303836681	0	0.753799718586195	1.72787606336599	0	0.196213669106861	0	1.27999791687438
Cyp2c23	0	0.237749993632475	0	0	0.110956226048799	0.0739181263953266	0	0.162865895561277	0.380003993416035	0.293546253331161
Erlin1	4.5316043852848	5.16960330081285	5.40141501443897	4.12186869291646	5.16158461266882	4.57817250635626	4.7890854425994	5.03477582718933	4.85616498523537	4.20276389381382
Chuk	4.58132642067137	5.68438252086237	6.40800678490834	5.24166282465184	4.12911223276574	2.96373491932956	4.75799092071993	6.77447215378933	6.89549892139548	4.86057669398802
Cwf19l1	4.05946632264202	4.2931420013337	5.72730730046211	4.12751030791597	3.85190908315383	3.62969703363447	4.79605285424587	4.66274622341689	5.56381439966957	3.62285660392049
LOC115489010	0.288285254557157	0.201306521493585	0.702857199530979	0.0834423748439421	0	0	0.643388351173434	0.940554272043526	0.214714251043626	0.0994353873538253
Bloc1s2	4.56779396005389	4.65130760496773	5.02398262118934	3.92996126089652	4.00546348764789	4.25186459504977	4.75437124110826	5.29278544894099	6.61925559574721	2.75985857762851
Pkd2l1	0	0	0.596633553031802	0	0.0912659428689372	0.116147439676854	0	0.162865895561277	0.729824226260854	0.179563290132836
Scd3	1.06391861171643	0.487484881406358	1.93323894305153	0	2.88833417149273	4.07874345039106	1.89994930108394	0.603960396719167	2.32112763873258	4.35504182450542
